MSN,YYYYMM,Value,Column_Order,Description,Unit
NUCASUS,199510,73.2,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199511,73.6,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199512,80.8,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199513,77.4,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199601,85,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199602,79.7,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199603,73.9,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199604,69.4,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199605,74.1,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199606,79.1,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199607,81.2,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199608,81.9,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199609,75.1,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199610,67.3,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199611,71.8,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199612,76.2,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199613,76.2,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199701,78.6,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199702,74.8,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199703,67.2,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199704,61.9,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199705,62.7,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199706,71.8,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199707,76.5,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199708,82.3,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199709,70.9,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199710,63.3,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199711,69,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199712,74.8,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199713,71.1,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199801,78,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199802,76.1,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199803,72.4,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199804,66.2,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199805,69.4,5,"Nuclear Generating Units, Capacity Factor",Percent
NUCASUS,199806,77.6,5,"Nuclear Generating Units, Capacity Factor",Percent
