MSN,YYYYMM,Value,Column_Order,Description,Unit
NUETPUS,198613,414038,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198701,39975,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198702,36598,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198703,37290,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198704,33518,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198705,34320,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198706,36560,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198707,40056,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198708,41352,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198709,39666,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198710,36492,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198711,37438,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198712,42006,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198713,455270,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198801,44658,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198802,42246,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198803,43912,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198804,40067,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198805,40650,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198806,44079,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198807,49828,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198808,49035,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198809,46270,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198810,42591,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198811,39583,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198812,44052,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198813,526973,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198901,46328,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198902,38725,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198903,39636,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198904,33495,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198905,38339,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198906,42976,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198907,52331,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198908,54948,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198909,44837,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198910,43558,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198911,43399,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198912,50784,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,198913,529355,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199001,55119,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199002,49963,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199003,46087,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199004,38516,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199005,42945,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199006,46332,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199007,53645,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199008,55758,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199009,48485,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199010,43395,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199011,45034,3,Nuclear Electricity Net Generation,Million Kilowatthours
