MSN,YYYYMM,Value,Column_Order,Description,Unit
NUOUPUS,198003,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198004,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198005,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198006,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198007,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198008,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198009,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198010,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198011,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198012,71,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198013,71,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198101,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198102,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198103,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198104,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198105,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198106,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198107,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198108,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198109,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198110,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198111,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198112,75,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198113,75,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198201,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198202,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198203,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198204,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198205,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198206,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198207,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198208,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198209,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198210,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198211,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198212,78,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198213,78,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198301,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198302,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198303,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198304,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198305,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198306,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198307,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198308,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198309,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198310,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198311,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198312,81,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198313,81,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198401,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198402,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198403,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198404,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198405,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198406,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198407,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198408,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198409,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198410,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198411,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198412,87,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198413,87,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198501,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198502,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198503,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198504,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198505,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198506,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198507,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198508,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198509,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198510,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198511,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198512,96,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198513,96,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198601,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198602,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198603,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198604,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198605,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198606,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198607,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198608,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198609,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198610,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198611,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198612,101,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198613,101,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198701,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198702,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198703,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198704,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198705,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198706,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198707,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198708,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198709,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198710,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198711,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198712,107,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198713,107,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198801,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198802,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198803,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198804,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198805,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198806,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198807,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198808,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198809,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198810,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198811,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198812,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198813,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198901,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198902,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198903,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198904,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198905,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198906,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198907,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198908,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198909,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198910,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198911,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198912,111,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,198913,111,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199001,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199002,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199003,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199004,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199005,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199006,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199007,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199008,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199009,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199010,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199011,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199012,112,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199013,112,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199101,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199102,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199103,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199104,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199105,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199106,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199107,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199108,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199109,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199110,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199111,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199112,111,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199113,111,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199201,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199202,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199203,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199204,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199205,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199206,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199207,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199208,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199209,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199210,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199211,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199212,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199213,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199301,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199302,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199303,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199304,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199305,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199306,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199307,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199308,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199309,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199310,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199311,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199312,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199313,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199401,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199402,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199403,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199404,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199405,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199406,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199407,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199408,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199409,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199410,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199411,Not Available,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199412,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199413,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199501,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199502,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199503,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199504,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199505,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199506,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199507,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199508,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199509,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199510,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199511,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199512,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199513,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199601,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199602,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199603,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199604,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199605,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199606,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199607,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199608,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199609,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199610,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199611,110,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199612,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199613,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199701,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199702,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199703,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199704,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199705,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199706,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199707,109,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199708,107,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199709,107,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199710,107,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199711,107,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199712,107,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199713,107,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199801,105,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199802,105,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199803,105,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199804,105,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199805,105,1,"Nuclear Generating Units, Total Operable Units",Number
NUOUPUS,199806,105,1,"Nuclear Generating Units, Total Operable Units",Number
